Tournament,Surface,Court,Player_1,Player_2,ID_P1,ID_P2,Round,Date,Rank_1,Rank_2,Pts_1,Pts_2
W15 Monastir 12 ITF Women,hard,Outdoor,Leclercq M.,Houghton I.,SMqlAUwp,KxU04saq,1/16-finals,2025-03-26,,,,
W15 Monastir 12 ITF Women,hard,Outdoor,Maines N.,Pfeifer L.,dC39VtqR,z5oXSOEn,1/16-finals,2025-03-26,,,,
W15 Monastir 12 ITF Women,hard,Outdoor,Zabolotnaia E.,Defalco J.,fXlM23Bd,rVFPILMh,1/16-finals,2025-03-26,,,,
W15 Monastir 12 ITF Women,hard,Outdoor,Radovanovic N.,Khomutsianskaya D.,hrwKEMB4,dS1n45Hp,1/16-finals,2025-03-26,,,,
W15 Monastir 12 ITF Women,hard,Outdoor,Van Emst S.,Blomqvist C.,rHTIZlAr,n5vHDoeR,1/16-finals,2025-03-26,,,,
W15 Monastir 12 ITF Women,hard,Outdoor,Toma M.,Guth M.,6VsLBptb,d0rtetKq,1/16-finals,2025-03-26,,,,
W15 Monastir 12 ITF Women,hard,Outdoor,Du Pree B.,Popescu A.,p0O7n3eA,CGqLKuqS,1/16-finals,2025-03-26,,,,
W15 Monastir 12 ITF Women,hard,Outdoor,Lemaitre T.,Yesypchuk D.,v5Rqcqd7,0zDON03M,1/16-finals,2025-03-26,,,,
W15 Monastir 12 ITF Women,hard,Outdoor,Pellicano H.,Zelnickova R.,UPrgyu7e,2yKQRdij,1/16-finals,2025-03-26,,,,
W15 Monastir 12 ITF Women,hard,Outdoor,Van den Broek I. L.,Grignac C.,jgkwgMP1,CrtSCmb5,1/16-finals,2025-03-26,,,,
Antalya 2 Chall. Women,clay,Outdoor,Carle M. L.,Romero Gormaz L.,bHSsQ9ek,KzaX6MH4,1/16-finals,2025-03-26,,,,
Antalya 2 Chall. Women,clay,Outdoor,Gao X.,Naef C.,l2kcaiDr,0pESKoy5,1/16-finals,2025-03-26,,,,
Antalya 2 Chall. Women,clay,Outdoor,Jimenez Kasintseva V.,Buyukakcay C.,hU5bke4O,UNGRpcCm,1/16-finals,2025-03-26,,,,
Antalya 2 Chall. Women,clay,Outdoor,Rakhimova K.,Chwalinska M.,boU2UKtN,OIxOD54s,1/16-finals,2025-03-26,,,,
Antalya 2 Chall. Women,clay,Outdoor,Bejlek S.,Martic P.,jVCKq0LH,r9RckFqs,1/16-finals,2025-03-26,,,,
Antalya 2 Chall. Women,clay,Outdoor,Danilovic O.,Lachinova A.,ID57P88P,nNmYIgp2,1/16-finals,2025-03-26,,,,
Antalya 2 Chall. Women,clay,Outdoor,Erjavec V.,Teichmann J.,rsErY1Yt,nTL4I2Xq,1/16-finals,2025-03-26,,,,
Antalya 2 Chall. Women,clay,Outdoor,Udvardy P.,Bouzas Maneiro J.,bLI5Djkk,Gj20DdaG,1/16-finals,2025-03-26,,,,
Antalya 2 Chall. Women,clay,Outdoor,Oz I.,Bogdan A.,Oxue6Cgb,046jJj30,1/16-finals,2025-03-26,,,,
Antalya 2 Chall. Women,clay,Outdoor,Semenistaja D.,Todoni A. A.,fLqCAoUb,zXTgcZem,1/16-finals,2025-03-26,,,,
M15 Antalya 10 ITF Men,clay,Outdoor,Agabigun S.,Milev Y.,jN7RZbmb,6HaaZh9U,1/16-finals,2025-03-26,1637.0,584.0,2.0,59.0
M15 Antalya 10 ITF Men,clay,Outdoor,Andreescu S. A.,Gulin S.,f1jSEJGT,zsPR6kKa,1/16-finals,2025-03-26,775.0,475.0,31.0,87.0
M15 Antalya 10 ITF Men,clay,Outdoor,Krumich M.,Loge J.,WKaCDElC,SC5WdmHT,1/16-finals,2025-03-26,516.0,687.0,76.0,42.0
M15 Antalya 10 ITF Men,clay,Outdoor,Nicod J.,Petkovic M.,bXDP9OZ5,jFlzjsv5,1/16-finals,2025-03-26,443.0,1146.0,102.0,9.0
M15 Antalya 10 ITF Men,clay,Outdoor,Arinc K.,Piraino G.,ncP0sjSF,2VTqlA8l,1/16-finals,2025-03-26,1753.0,429.0,2.0,111.0
M15 Antalya 10 ITF Men,clay,Outdoor,Blanch D.,Slump S.,tEewFwuI,6iwptza2,1/16-finals,2025-03-26,720.0,550.0,37.0,66.0
M15 Antalya 10 ITF Men,clay,Outdoor,Fomin S.,Sevilla I.,nsLeJUw8,nBquqfpl,1/16-finals,2025-03-26,543.0,1357.0,68.0,5.0
M15 Antalya 10 ITF Men,clay,Outdoor,Klok D.,Faurel T.,rau6U2Wp,vgfc2Q2F,1/16-finals,2025-03-26,802.0,1363.0,28.0,5.0
M15 Antalya 10 ITF Men,clay,Outdoor,Ghetu G.,Rottgering M.,hKlKZQLd,QcUMcWQE,1/16-finals,2025-03-26,1228.0,862.0,7.0,22.0
M15 Antalya 10 ITF Men,clay,Outdoor,Stankovic S.,Demanet E.,pOfJqQGb,buC7ACRr,1/16-finals,2025-03-26,1402.0,652.0,4.0,47.0
M15 Antalya 10 ITF Men,clay,Outdoor,Picchione A.,Figl M.,UgYMlRTa,xEarjnsm,1/16-finals,2025-03-26,357.0,1463.0,143.0,4.0
M15 Antalya 10 ITF Men,clay,Outdoor,Nedelko I.,Baragiola Mordini T. C.,fDQ48vnb,M3SIsJoo,1/16-finals,2025-03-26,893.0,,20.0,
M15 Antalya 10 ITF Men,clay,Outdoor,Barreto Sanchez D. A.,Von der Schulenburg J.,Y3fPZsZj,tfb3h6El,1/16-finals,2025-03-26,597.0,1175.0,57.0,8.0
M15 Antalya 10 ITF Men,clay,Outdoor,Matuszewski G.,La Cava I.,CYvVxRcF,vau4nOEI,1/16-finals,2025-03-26,1753.0,,2.0,
M15 Antalya 10 ITF Men,clay,Outdoor,Peiro Serrano A.,Manzanera Pertusa A.,M1VIlUGq,Em6VB5YH,1/16-finals,2025-03-26,,643.0,,48.0
M15 Antalya 10 ITF Men,clay,Outdoor,Yazdani A.,Vankan M.,K4Tc2jfo,f5JHTw8p,1/16-finals,2025-03-26,1484.0,713.0,3.0,38.0
W35 Antalya 4 ITF Women,clay,Outdoor,Oktiabreva A.,Yoruk I.,2ozhvVx0,x4gMgxcQ,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Stieg F.,Han J.,jD1IBsBT,fXZ4zUIU,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Gettwart F.,Amariei I. D.,MmgU4057,hnSjsqNn,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Kuczer D.,Bulatova A.,rkrsyiug,WdlTOqRu,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Kovackova A.,Karatancheva L.,jR0q9v5K,zqwKJ6Yd,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Petkovic A.,Toth A. K.,OzZIy4oq,6s0Bm30D,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Ambrosio S.,Dilek D.,tEP1bDQ8,dEQa9FEi,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Cakarevic S.,Rocchetti S.,4U3Rn6Sc,IJnvz0Yb,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Kotliar Y.,Jones M.,QBLvktT9,zklD8eTM,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Turkmen D.,Dinu C.,Ukf9o1b1,Q3wtrOvH,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Samson L.,Chlpac A.,WQ5OxBkB,ttInPTAe,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Stankovic A.,Lovric P.,MVlyno90,tjmKNr7A,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Glushkova D.,Bredberg Canizares D.,GCVy5Dvm,p8G6CEiE,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Herazo Gonzalez M.,Bosaia E.,QydF0vXo,0MyCrInh,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Kovackova J.,Ciric Bagaric L.,KjxcnQaN,CQrcqp08,1/16-finals,2025-03-26,,,,
W35 Antalya 4 ITF Women,clay,Outdoor,Sobolieva A.,Demidova D.,4AGU3dN1,UumN7sAb,1/16-finals,2025-03-26,,,,
"M25 Calabasas, CA ITF Men",hard,Outdoor,Blanch Dar.,Maloney P.,67fP0sJ3,O0rbwCc1,1/16-finals,2025-03-26,685.0,413.0,42.0,116.0
"M25 Calabasas, CA ITF Men",hard,Outdoor,Martin A.,Frusina A.,h2AG5rdm,SYj8i1Zj,1/16-finals,2025-03-26,494.0,1576.0,82.0,3.0
"M25 Calabasas, CA ITF Men",hard,Outdoor,Monday J.,Johnston N.,AZ8DoX8b,Uur39aU7,1/16-finals,2025-03-26,288.0,1619.0,186.0,2.0
"M25 Calabasas, CA ITF Men",hard,Outdoor,Nanda G.,Homberg M.,YybLIQyl,f54w66h2,1/16-finals,2025-03-26,391.0,876.0,122.0,21.0
"M25 Calabasas, CA ITF Men",hard,Outdoor,Chopra K.,Dostanic S.,vmW1Kg5g,jiqOrpb5,1/16-finals,2025-03-26,1239.0,485.0,7.0,84.0
"M25 Calabasas, CA ITF Men",hard,Outdoor,Kirchheimer S.,Strode I.,AebXIVfC,AZQVo1Ip,1/16-finals,2025-03-26,604.0,895.0,54.0,20.0
"M25 Calabasas, CA ITF Men",hard,Outdoor,Murgett F.,Poertner L.,EcIrRrO5,6JKk3IWe,1/16-finals,2025-03-26,,868.0,,22.0
"M25 Calabasas, CA ITF Men",hard,Outdoor,Strode E.,Brumm J.,A7RvGCDF,bo0dpKSC,1/16-finals,2025-03-26,971.0,620.0,16.0,52.0
"M25 Calabasas, CA ITF Men",hard,Outdoor,Dickerson R.,Martin T.,KKc7qpgc,ncOklfIk,1/16-finals,2025-03-26,1298.0,827.0,6.0,25.0
"M25 Calabasas, CA ITF Men",hard,Outdoor,Gray A.,Fix D.,2PmpIG6p,ILxTqGqU,1/16-finals,2025-03-26,427.0,1095.0,111.0,11.0
"M25 Calabasas, CA ITF Men",hard,Outdoor,Hohmann R.,Nuno R.,YuYFR8Q1,OAvtMzLG,1/16-finals,2025-03-26,1339.0,,5.0,
"M25 Calabasas, CA ITF Men",hard,Outdoor,McKennon M.,Rodriguez R.,AgqRXYce,GUKsGe51,1/16-finals,2025-03-26,668.0,1128.0,45.0,10.0
Miami ATP,hard,Outdoor,Zverev A.,Fils A.,dGbUhw9m,IoIhUqIN,1/8-finals,2025-03-26,2.0,18.0,7945.0,2480.0
Miami ATP,hard,Outdoor,Cerundolo F.,Dimitrov G.,lWQ3G6gB,SQgEEKh4,Quarter-finals,2025-03-26,24.0,15.0,1925.0,2745.0
Miami ATP,hard,Outdoor,Korda S.,Djokovic N.,SYklCTPO,AZg49Et9,Quarter-finals,2025-03-26,25.0,5.0,1860.0,3860.0
Miami WTA,hard,Outdoor,Eala A.,Swiatek I.,ppu9X7PH,jNyZsXZe,Quarter-finals,2025-03-26,,,,
Miami WTA,hard,Outdoor,Raducanu E.,Pegula J.,YmIZde1B,KdojxrAR,Quarter-finals,2025-03-26,,,,
