Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Western & Southern Financial Group Masters,2020-08-22 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Auger-Aliassime F.,Basilashvili N.,Auger-Aliassime F.,20,27,1771,1395,1.28,3.5,6-4 6-1
Western & Southern Financial Group Masters,2020-08-22 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Lajovic D.,Carreno Busta P.,Carreno Busta P.,23,25,1695,1500,2.75,1.4,5-7 1-6
Western & Southern Financial Group Masters,2020-08-22 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Struff J.L.,De Minaur A.,Struff J.L.,34,26,1315,1485,2.37,1.53,6-2 6-4
Western & Southern Financial Group Masters,2020-08-22 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Edmund K.,Anderson K.,Anderson K.,44,124,1050,445,1.44,2.62,6-7 6-4 3-6
Western & Southern Financial Group Masters,2020-08-22 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Opelka R.,Norrie C.,Opelka R.,39,77,1177,712,1.66,2.1,6-3 6-4
Western & Southern Financial Group Masters,2020-08-22 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Harris L.,Fritz T.,Fritz T.,97,24,616,1510,2.62,1.44,1-6 3-6
Western & Southern Financial Group Masters,2020-08-22 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Krajinovic F.,Caruso S.,Krajinovic F.,32,99,1343,597,1.33,3.25,7-5 6-4
Western & Southern Financial Group Masters,2020-08-22 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Tiafoe F.,Murray A.,Murray A.,81,134,700,412,2.25,1.57,6-7 6-3 1-6
Western & Southern Financial Group Masters,2020-08-22 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Berankis R.,Paul T.,Berankis R.,72,57,739,894,2.05,1.7,6-7 6-4 7-5
Western & Southern Financial Group Masters,2020-08-23 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Querrey S.,Raonic M.,Raonic M.,45,30,1045,1350,2.05,1.7,4-6 4-6
Western & Southern Financial Group Masters,2020-08-23 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Shapovalov D.,Cilic M.,Shapovalov D.,17,37,2075,1225,1.61,2.2,6-3 6-3
Western & Southern Financial Group Masters,2020-08-23 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Bublik A.,Khachanov K.,Khachanov K.,51,16,965,2120,2.75,1.4,4-6 4-6
Western & Southern Financial Group Masters,2020-08-23 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Sandgren T.,Sonego L.,Sandgren T.,55,46,923,1030,1.5,2.5,6-3 7-6
Western & Southern Financial Group Masters,2020-08-23 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Ruud C.,Schwartzman D.,Schwartzman D.,36,13,1279,2265,2.62,1.44,6-7 3-6
Western & Southern Financial Group Masters,2020-08-23 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Giron M.,Mcdonald M.,Giron M.,101,269,577,172,1.95,1.8,7-6 7-5
Western & Southern Financial Group Masters,2020-08-23 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Garin C.,Bedene A.,Bedene A.,18,61,1900,850,2.37,1.53,4-6 7-6 0-6
Western & Southern Financial Group Masters,2020-08-23 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Fucsovics M.,Gombos N.,Fucsovics M.,84,109,692,522,1.28,3.5,6-3 6-4
Western & Southern Financial Group Masters,2020-08-23 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Rublev A.,Evans D.,Evans D.,14,28,2234,1359,1.44,2.62,5-7 6-3 2-6
Western & Southern Financial Group Masters,2020-08-23 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Dimitrov G.,Humbert U.,Dimitrov G.,19,42,1850,1111,1.9,1.8,6-3 6-4
Western & Southern Financial Group Masters,2020-08-23 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Hurkacz H.,Isner J.,Isner J.,29,21,1353,1760,2.2,1.61,5-7 4-6
Western & Southern Financial Group Masters,2020-08-23 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Millman J.,Mannarino A.,Millman J.,43,38,1071,1191,1.66,2.1,4-6 6-4 7-6
Western & Southern Financial Group Masters,2020-08-23 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Wolf J.J.,Gasquet R.,Gasquet R.,143,50,383,985,2.25,1.57,4-6 4-6
Western & Southern Financial Group Masters,2020-08-24 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Korda S.,Ruusuvuori E.,100,225,584,220,1.36,3.0,7-6 4-6 7-5
Western & Southern Financial Group Masters,2020-08-24 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Anderson K.,Tsitsipas S.,Tsitsipas S.,124,6,445,4745,4.0,1.22,1-6 3-6
Western & Southern Financial Group Masters,2020-08-24 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Goffin D.,Coric B.,Goffin D.,10,33,2555,1320,1.44,2.62,7-6 6-4
Western & Southern Financial Group Masters,2020-08-24 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Bedene A.,Bedene A.,24,61,1510,850,1.33,3.25,6-7 5-7
Western & Southern Financial Group Masters,2020-08-24 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Giron M.,Medvedev D.,5,101,5890,577,1.14,5.5,6-4 6-4
Western & Southern Financial Group Masters,2020-08-24 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Evans D.,Raonic M.,Raonic M.,28,30,1359,1350,2.37,1.53,3-6 5-7
Western & Southern Financial Group Masters,2020-08-24 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Sandgren T.,Auger-Aliassime F.,Sandgren T.,55,20,923,1771,3.0,1.36,6-7 6-2 7-6
Western & Southern Financial Group Masters,2020-08-24 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Carreno Busta P.,Khachanov K.,Khachanov K.,25,16,1500,2120,2.2,1.61,6-7 1-6
Western & Southern Financial Group Masters,2020-08-24 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Isner J.,Millman J.,Isner J.,21,43,1760,1071,1.44,2.62,4-6 7-6 7-6
Western & Southern Financial Group Masters,2020-08-24 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Schwartzman D.,Opelka R.,Opelka R.,13,39,2265,1177,1.8,1.95,3-6 6-7
Western & Southern Financial Group Masters,2020-08-24 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Struff J.L.,Shapovalov D.,Struff J.L.,34,17,1315,2075,2.37,1.53,7-6 3-6 6-4
Western & Southern Financial Group Masters,2020-08-24 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Gasquet R.,Bautista Agut R.,Bautista Agut R.,50,12,985,2360,2.5,1.5,5-7 1-6
Western & Southern Financial Group Masters,2020-08-24 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Zverev A.,Murray A.,134,7,412,3630,2.62,1.44,6-3 3-6 7-5
Western & Southern Financial Group Masters,2020-08-25 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,Berrettini M.,Berrettini M.,100,8,584,2860,3.75,1.25,4-6 7-6 5-7
Western & Southern Financial Group Masters,2020-08-25 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Fucsovics M.,Dimitrov G.,Fucsovics M.,84,19,692,1850,1.8,1.95,7-5 4-6 6-2
Western & Southern Financial Group Masters,2020-08-25 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Thiem D.,Krajinovic F.,Krajinovic F.,3,32,7045,1343,1.16,5.0,2-6 1-6
Western & Southern Financial Group Masters,2020-08-25 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Djokovic N.,Berankis R.,Djokovic N.,1,72,10220,739,1.07,9.0,7-6 6-4
Western & Southern Financial Group Masters,2020-08-25 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Bedene A.,Medvedev D.,Medvedev D.,61,5,850,5890,4.33,1.2,3-6 3-6
Western & Southern Financial Group Masters,2020-08-25 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Struff J.L.,Goffin D.,Struff J.L.,34,10,1315,2555,2.2,1.61,6-4 3-6 6-4
Western & Southern Financial Group Masters,2020-08-25 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Khachanov K.,Bautista Agut R.,Bautista Agut R.,16,12,2120,2360,2.25,1.57,6-4 3-6 2-6
Western & Southern Financial Group Masters,2020-08-25 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Djokovic N.,Sandgren T.,Djokovic N.,1,55,10220,923,1.16,5.0,6-2 6-4
Western & Southern Financial Group Masters,2020-08-25 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Berrettini M.,Opelka R.,Opelka R.,8,39,2860,1177,1.53,2.37,3-6 6-7
Western & Southern Financial Group Masters,2020-08-26 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Raonic M.,Murray A.,Raonic M.,30,134,1350,412,1.53,2.37,6-2 6-2
Western & Southern Financial Group Masters,2020-08-26 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Isner J.,Tsitsipas S.,Tsitsipas S.,21,6,1760,4745,3.5,1.28,6-7 6-7
Western & Southern Financial Group Masters,2020-08-26 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Krajinovic F.,Fucsovics M.,Krajinovic F.,32,84,1343,692,1.53,2.5,6-2 6-1
Western & Southern Financial Group Masters,2020-08-26 00:00:00,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Bautista Agut R.,Bautista Agut R.,5,12,5890,2360,1.4,3.0,6-1 4-6 3-6
Western & Southern Financial Group Masters,2020-08-26 00:00:00,Masters 1000,Outdoor,Hard,Quarterfinals,3,Djokovic N.,Struff J.L.,Djokovic N.,1,34,10220,1315,1.14,5.5,6-3 6-1
Western & Southern Financial Group Masters,2020-08-27 00:00:00,Masters 1000,Outdoor,Hard,Quarterfinals,3,Krajinovic F.,Raonic M.,Raonic M.,32,30,1343,1350,2.75,1.44,6-4 6-7 5-7
Western & Southern Financial Group Masters,2020-08-28 00:00:00,Masters 1000,Outdoor,Hard,Semifinals,3,Raonic M.,Tsitsipas S.,Raonic M.,30,6,1350,4745,2.37,1.57,7-6 6-3
Western & Southern Financial Group Masters,2020-08-28 00:00:00,Masters 1000,Outdoor,Hard,Semifinals,3,Bautista Agut R.,Djokovic N.,Djokovic N.,12,1,2360,10220,4.5,1.2,6-4 4-6 6-7
Western & Southern Financial Group Masters,2020-08-29 00:00:00,Masters 1000,Outdoor,Hard,The Final,3,Djokovic N.,Raonic M.,Djokovic N.,1,30,10220,1350,1.36,3.2,1-6 6-3 6-4
Generali Open,2020-09-08 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Sousa J.,Hurkacz H.,Hurkacz H.,68,33,776,1353,2.37,1.53,3-6 5-7
Generali Open,2020-09-08 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Ofner S.,Albot R.,Ofner S.,159,70,341,772,1.5,2.5,6-7 6-4 7-6
Generali Open,2020-09-08 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Nishikori K.,Kecmanovic M.,Kecmanovic M.,34,47,1345,1028,1.75,2.0,6-4 4-6 2-6
Generali Open,2020-09-08 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Pella G.,Nishioka Y.,Pella G.,36,49,1310,1007,1.53,2.37,6-3 6-0
Generali Open,2020-09-09 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Bublik A.,Hanfmann Y.,Hanfmann Y.,54,118,965,486,3.25,1.33,5-7 2-6
Generali Open,2020-09-09 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Huesler M.A.,Ruusuvuori E.,Huesler M.A.,303,92,139,648,2.37,1.53,3-6 6-4 7-6
Generali Open,2020-09-09 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Sinner J.,Sinner J.,75,74,729,733,1.9,1.9,3-6 2-6
Generali Open,2020-09-09 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,Londero J.I.,Delbonis F.,79,62,711,832,2.25,1.57,6-4 6-0
Generali Open,2020-09-09 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Millman J.,Thompson J.,Thompson J.,43,63,1096,829,1.36,3.0,3-6 6-4 6-7
Generali Open,2020-09-09 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Marterer M.,Novak D.,Marterer M.,337,85,118,695,1.66,2.1,7-6 6-4
Generali Open,2020-09-09 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Djere L.,Djere L.,41,81,1130,705,2.2,1.61,1-6 6-3 6-7
Generali Open,2020-09-09 00:00:00,ATP250,Outdoor,Clay,1st Round,3,Lopez F.,Herbert P.H.,Lopez F.,57,69,908,775,3.25,1.33,6-4 6-3
Generali Open,2020-09-10 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Lajovic D.,Hanfmann Y.,Hanfmann Y.,24,118,1695,486,2.2,1.61,6-4 3-6 4-6
Generali Open,2020-09-10 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Marterer M.,Hurkacz H.,Marterer M.,337,33,118,1353,2.2,1.61,6-1 6-4
Generali Open,2020-09-10 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Basilashvili N.,Delbonis F.,Delbonis F.,30,79,1395,711,3.25,1.33,5-7 3-6
Generali Open,2020-09-10 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Djere L.,Sinner J.,Djere L.,81,74,705,733,3.0,1.36,6-4 6-4
Generali Open,2020-09-10 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Thompson J.,Kecmanovic M.,Kecmanovic M.,63,47,829,1028,3.4,1.3,2-6 2-6
Generali Open,2020-09-10 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Schwartzman D.,Ofner S.,Schwartzman D.,13,159,2265,341,1.14,5.5,6-2 2-6 7-5
Generali Open,2020-09-10 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Pella G.,Lopez F.,Lopez F.,36,57,1310,908,1.28,3.5,5-7 7-6 6-7
Generali Open,2020-09-10 00:00:00,ATP250,Outdoor,Clay,2nd Round,3,Huesler M.A.,Fognini F.,Huesler M.A.,303,12,139,2400,3.0,1.36,6-1 6-2
Generali Open,2020-09-11 00:00:00,ATP250,Outdoor,Clay,Quarterfinals,3,Marterer M.,Hanfmann Y.,Hanfmann Y.,337,118,118,486,2.0,1.75,2-6 5-7
Generali Open,2020-09-11 00:00:00,ATP250,Outdoor,Clay,Quarterfinals,3,Djere L.,Schwartzman D.,Djere L.,81,13,705,2265,2.37,1.53,7-6 6-3
Generali Open,2020-09-11 00:00:00,ATP250,Outdoor,Clay,Quarterfinals,3,Delbonis F.,Kecmanovic M.,Kecmanovic M.,79,47,711,1028,2.1,1.66,4-6 7-6 5-7
Generali Open,2020-09-11 00:00:00,ATP250,Outdoor,Clay,Quarterfinals,3,Huesler M.A.,Lopez F.,Huesler M.A.,303,57,139,908,2.2,1.61,6-4 6-3
Generali Open,2020-09-12 00:00:00,ATP250,Outdoor,Clay,Semifinals,3,Djere L.,Hanfmann Y.,Hanfmann Y.,81,118,705,486,1.75,2.0,6-4 3-6 6-7
Generali Open,2020-09-12 00:00:00,ATP250,Outdoor,Clay,Semifinals,3,Kecmanovic M.,Huesler M.A.,Kecmanovic M.,47,303,1028,139,1.28,3.5,6-2 5-7 6-3
Generali Open,2020-09-13 00:00:00,ATP250,Outdoor,Clay,The Final,3,Hanfmann Y.,Kecmanovic M.,Kecmanovic M.,118,47,486,1028,2.0,1.75,4-6 4-6
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Travaglia S.,Thompson J.,63,87,829,684,1.53,2.5,6-3 6-4 4-6 6-2
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Andujar P.,Coric B.,Coric B.,56,32,942,1355,6.5,1.11,5-7 3-6 1-6
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Davidovich Fokina A.,Novak D.,Davidovich Fokina A.,99,85,627,695,2.62,1.5,3-6 6-4 6-3 1-6 6-0
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Lajovic D.,Gerasimov E.,Gerasimov E.,24,72,1695,744,1.66,2.2,1-6 6-4 4-6 4-6
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Londero J.I.,Donskoy E.,Londero J.I.,62,114,832,505,1.57,2.37,6-3 6-3 7-5
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Norrie C.,Norrie C.,13,76,2265,727,1.3,3.5,6-3 6-4 2-6 1-6 5-7
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,Korda S.,Shapovalov D.,17,205,2075,252,1.11,6.5,6-4 4-6 6-3 6-2
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Mannarino A.,Mannarino A.,46,39,1030,1191,2.2,1.66,1-6 4-6 6-2 3-6
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Anderson K.,Zverev A.,7,117,3630,490,1.33,3.4,7-6 5-7 6-3 7-5
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Uchiyama Y.,Carreno Busta P.,Carreno Busta P.,86,27,685,1500,5.0,1.16,6-4 3-6 6-1 3-6 3-6
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Sock J.,Cuevas P.,Sock J.,389,61,95,857,1.57,2.37,3-6 6-4 6-2 4-6 7-6
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Gojowczyk P.,Hurkacz H.,Hurkacz H.,127,33,444,1353,4.33,1.22,3-6 4-6 4-6
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Safwat M.,Simon G.,52,135,970,407,1.2,4.5,6-1 6-4 6-4
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Sousa P.,Krueger M.,Krueger M.,110,198,522,264,5.0,1.16,6-3 2-6 5-7 3-6
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Nakashima B.,Lorenzi P.,Nakashima B.,223,125,229,447,1.2,4.5,6-3 6-2 7-6
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Ramos-Vinolas A.,Tsitsipas S.,Tsitsipas S.,41,6,1130,5095,19.0,1.02,2-6 1-6 1-6
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Cressy M.,Kovalik J.,Cressy M.,168,123,320,452,1.57,2.37,6-1 2-6 6-4 6-4
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Koepfer D.,Fritz T.,Fritz T.,91,25,652,1545,4.5,1.2,7-6 3-6 2-6 4-6
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Giron M.,Polmans M.,Giron M.,96,121,639,462,1.28,3.75,6-4 6-7 3-6 6-4 6-2
US Open,2020-08-31 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Balazs A.,Kukushkin M.,Kukushkin M.,78,90,715,661,3.0,1.4,4-6 5-7 4-6
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Kwon S.W.,Kwiatkowski T.S.,Kwon S.W.,73,187,742,281,1.36,3.2,3-6 7-6 6-1 6-2
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Gaio F.,Berankis R.,Berankis R.,132,65,423,809,4.5,1.2,6-7 6-4 4-6 4-6
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Edmund K.,Bublik A.,Edmund K.,44,54,1050,965,1.3,3.5,2-6 7-5 7-5 6-0
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Johnson S.,Johnson S.,22,64,1805,825,1.33,3.4,7-6 3-6 7-6 3-6 6-7
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Goffin D.,Opelka R.,Goffin D.,10,35,2555,1312,1.57,2.37,7-6 3-6 6-1 6-4
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Ymer M.,Krajinovic F.,Krajinovic F.,71,26,759,1503,6.0,1.12,2-6 6-7 3-6
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Harris L.,Cecchinato M.,Harris L.,95,108,641,526,1.2,4.5,6-4 7-5 6-2
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Dzumhur D.,Djokovic N.,Djokovic N.,109,1,524,10860,26.0,1.01,1-6 4-6 1-6
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,Martinez P.,Struff J.L.,29,106,1405,546,1.12,6.0,6-0 7-5 6-4
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Blanch U.,Garin C.,Garin C.,244,19,207,1900,3.2,1.36,6-4 7-5 4-6 4-6 2-6
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Mmoh M.,Sousa J.,Mmoh M.,186,68,281,776,1.72,2.1,6-2 7-5 2-6 6-1
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Querrey S.,Kuznetsov An.,Kuznetsov An.,45,34,1045,1527,1.12,6.0,4-6 6-7 2-6
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Murray A.,Nishioka Y.,Murray A.,115,49,502,1007,1.4,3.0,4-6 4-6 7-6 7-6 6-4
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Mcdonald M.,Ruud C.,Ruud C.,243,37,207,1279,2.37,1.57,6-4 6-4 4-6 3-6 2-6
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Nagal S.,Klahn B.,Nagal S.,124,129,448,436,2.62,1.5,6-1 6-3 3-6 6-1
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Bedene A.,Ruusuvuori E.,Ruusuvuori E.,53,92,965,648,1.8,2.0,3-6 6-3 1-6 6-4 1-6
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Khachanov K.,Sinner J.,Khachanov K.,16,74,2120,733,1.57,2.37,3-6 6-7 6-2 6-0 7-6
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Monteiro T.,Auger-Aliassime F.,Auger-Aliassime F.,83,21,700,1806,8.0,1.08,3-6 7-6 6-7 6-7
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Kudla D.,Cilic M.,38,111,1225,521,1.3,3.5,6-7 3-6 7-5 7-5 6-3
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Chardy J.,Rublev A.,Rublev A.,60,14,860,2234,6.0,1.12,4-6 4-6 3-6
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Barrere G.,Daniel T.,Barrere G.,93,112,647,511,1.44,2.75,6-3 6-4 3-6 6-1
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Albot R.,Gombos N.,Gombos N.,70,104,772,550,3.0,1.4,4-6 1-6 4-6
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Evans D.,Seyboth Wild T.,Evans D.,31,113,1384,507,1.12,6.0,6-2 6-1 7-6
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Kohlschreiber P.,Pospisil V.,Pospisil V.,75,94,729,642,2.3,1.61,6-7 5-7 6-7
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Wolf J.J.,Pella G.,Wolf J.J.,138,36,402,1310,1.57,2.37,6-2 0-6 6-3 6-3
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Carballes Baena R.,Carballes Baena R.,57,101,908,614,1.44,2.75,6-3 6-7 4-6 3-6
US Open,2020-09-01 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Bautista Agut R.,Sandgren T.,Bautista Agut R.,11,48,2540,1013,1.16,5.0,6-4 6-4 7-6
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Mager G.,Kecmanovic M.,Kecmanovic M.,80,47,711,1028,5.0,1.16,4-6 4-6 7-6 6-3 2-6
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Raonic M.,Mayer L.,Raonic M.,18,120,1950,464,1.05,11.0,6-3 6-2 6-3
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Vesely J.,Moutet C.,Moutet C.,67,77,785,722,2.1,1.72,4-6 4-6 5-7
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Dimitrov G.,Paul T.,Dimitrov G.,20,58,1885,894,1.53,2.5,6-4 6-3 6-1
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Djere L.,O Connell C.,O Connell C.,81,116,705,498,2.37,1.57,6-4 4-6 6-7 4-6
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Fucsovics M.,Dellien H.,Fucsovics M.,66,97,787,638,1.05,11.0,6-3 6-3 6-1
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Majchrzak K.,Escobedo E.,Escobedo E.,107,185,532,284,1.44,2.75,6-7 2-6 3-6
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Gasquet R.,Karlovic I.,Gasquet R.,51,126,985,444,1.12,6.0,7-6 7-6 6-1
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Seppi A.,Tiafoe F.,Tiafoe F.,89,82,671,700,2.37,1.57,6-4 3-6 4-6 5-7
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,De Minaur A.,Martin A.,De Minaur A.,28,98,1485,638,1.06,10.0,6-4 6-3 7-5
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Soeda G.,Berrettini M.,Berrettini M.,119,8,480,2940,15.0,1.03,6-7 1-6 4-6
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Caruso S.,Duckworth J.,Caruso S.,100,84,623,697,1.5,2.62,4-6 7-5 7-5 6-2
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Basilashvili N.,Millman J.,Millman J.,30,43,1395,1096,3.5,1.3,1-6 4-6 4-6
US Open,2020-09-02 00:00:00,Grand Slam,Outdoor,Hard,1st Round,5,Humbert U.,Sugita Y.,Humbert U.,42,88,1111,682,1.25,4.0,6-3 6-4 6-3
