Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Pts_1,Pts_2,Odd_1,Odd_2,Score
Astana Open,2021-09-24 00:00:00,ATP250,Indoor,Hard,Quarterfinals,3,Djere L.,Kwon S.W.,Kwon S.W.,49,82,1322,899,2.75,1.44,6-7 6-2 0-6
Astana Open,2021-09-24 00:00:00,ATP250,Indoor,Hard,Quarterfinals,3,Bublik A.,Taberner C.,Bublik A.,34,117,1588,668,1.28,3.75,6-3 6-4
Astana Open,2021-09-25 00:00:00,ATP250,Indoor,Hard,Semifinals,3,Ivashka I.,Duckworth J.,Duckworth J.,52,65,1305,1004,1.3,3.5,3-6 6-7
Astana Open,2021-09-25 00:00:00,ATP250,Indoor,Hard,Semifinals,3,Kwon S.W.,Bublik A.,Kwon S.W.,82,34,899,1588,2.75,1.44,3-6 7-5 6-3
Astana Open,2021-09-26 00:00:00,ATP250,Indoor,Hard,The Final,3,Duckworth J.,Kwon S.W.,Kwon S.W.,65,82,1004,899,1.8,2.0,6-7 3-6
San Diego Open,2021-09-27 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Karatsev A.,Delbonis F.,Karatsev A.,24,44,2072,1420,1.25,4.0,6-1 7-5
San Diego Open,2021-09-28 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Fognini F.,Nakashima B.,Nakashima B.,31,83,1744,885,2.5,1.53,7-6 1-6 5-7
San Diego Open,2021-09-28 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Fritz T.,Caruso S.,Fritz T.,39,128,1495,616,1.14,5.5,6-4 7-6
San Diego Open,2021-09-28 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Basilashvili N.,Sonego L.,Sonego L.,34,23,1578,2097,2.0,1.8,3-6 4-6
San Diego Open,2021-09-28 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Korda S.,Paul T.,Korda S.,42,60,1459,1033,1.53,2.5,6-3 5-7 6-1
San Diego Open,2021-09-28 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Koepfer D.,Norrie C.,Norrie C.,66,28,1015,1930,2.5,1.53,2-6 5-7
San Diego Open,2021-09-28 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Dimitrov G.,Fucsovics M.,Dimitrov G.,29,41,1801,1459,2.0,1.8,6-3 1-6 7-5
San Diego Open,2021-09-29 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Eubanks C.,Harris L.,Harris L.,195,32,349,1677,4.33,1.22,6-3 1-6 4-6
San Diego Open,2021-09-29 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Murray A.,Kudla D.,Murray A.,109,94,731,807,1.36,3.2,6-3 6-2
San Diego Open,2021-09-29 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Gaio F.,Schwartzman D.,Schwartzman D.,154,15,461,2800,5.0,1.16,2-6 3-6
San Diego Open,2021-09-29 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Evans D.,Anderson K.,Evans D.,22,69,2164,983,1.9,1.9,7-6 7-5
San Diego Open,2021-09-29 00:00:00,ATP250,Outdoor,Hard,1st Round,3,Bolt A.,Hurkacz H.,Hurkacz H.,144,12,530,3333,4.33,1.22,6-7 1-6
San Diego Open,2021-09-30 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Rublev A.,Nakashima B.,Rublev A.,5,83,6130,885,1.3,3.5,6-2 6-1
San Diego Open,2021-09-30 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Harris L.,Schwartzman D.,Schwartzman D.,32,15,1677,2800,1.9,1.9,6-4 3-6 2-6
San Diego Open,2021-09-30 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,Evans D.,Norrie C.,28,22,1930,2164,1.57,2.37,7-6 6-3
San Diego Open,2021-09-30 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Hurkacz H.,Karatsev A.,Karatsev A.,12,24,3333,2072,1.44,2.75,7-5 4-6 2-6
San Diego Open,2021-09-30 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Shapovalov D.,Fritz T.,Shapovalov D.,13,39,3265,1495,1.61,2.3,7-6 6-2
San Diego Open,2021-09-30 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Korda S.,Sonego L.,Sonego L.,42,23,1459,2097,1.61,2.3,4-6 3-6
San Diego Open,2021-10-01 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Ruud C.,Murray A.,Ruud C.,10,109,3440,731,1.72,2.1,7-5 6-4
San Diego Open,2021-10-01 00:00:00,ATP250,Outdoor,Hard,2nd Round,3,Holmgren A.,Dimitrov G.,Dimitrov G.,901,29,16,1801,7.0,1.1,1-6 1-6
San Diego Open,2021-10-01 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Norrie C.,Shapovalov D.,Norrie C.,28,13,1930,3265,2.0,1.8,6-3 6-1
San Diego Open,2021-10-01 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Schwartzman D.,Rublev A.,Rublev A.,15,5,2800,6130,3.5,1.3,1-6 5-7
San Diego Open,2021-10-02 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Ruud C.,Sonego L.,Ruud C.,10,23,3440,2097,1.53,2.5,6-1 6-4
San Diego Open,2021-10-02 00:00:00,ATP250,Outdoor,Hard,Quarterfinals,3,Karatsev A.,Dimitrov G.,Dimitrov G.,24,29,2072,1801,1.66,2.2,1-6 6-1 2-6
San Diego Open,2021-10-02 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Norrie C.,Rublev A.,Norrie C.,28,5,1930,6130,3.4,1.33,3-6 6-3 6-4
San Diego Open,2021-10-03 00:00:00,ATP250,Outdoor,Hard,Semifinals,3,Dimitrov G.,Ruud C.,Ruud C.,29,10,1801,3440,2.75,1.44,4-6 6-4 4-6
San Diego Open,2021-10-04 00:00:00,ATP250,Outdoor,Hard,The Final,3,Ruud C.,Norrie C.,Ruud C.,10,28,3440,1930,1.9,1.9,6-0 6-2
Sofia Open,2021-09-27 00:00:00,ATP250,Indoor,Hard,1st Round,3,Davidovich Fokina A.,Paire B.,Paire B.,43,49,1420,1295,1.44,2.75,4-6 5-7
Sofia Open,2021-09-27 00:00:00,ATP250,Indoor,Hard,1st Round,3,Kecmanovic M.,Andreev A.,Kecmanovic M.,62,319,1025,158,1.12,6.0,7-6 6-4
Sofia Open,2021-09-27 00:00:00,ATP250,Indoor,Hard,1st Round,3,Mannarino A.,Mager G.,Mager G.,54,78,1147,925,1.5,2.62,3-6 2-6
Sofia Open,2021-09-28 00:00:00,ATP250,Indoor,Hard,1st Round,3,Millman J.,Ymer M.,Millman J.,55,85,1145,855,2.3,1.61,6-2 6-4
Sofia Open,2021-09-28 00:00:00,ATP250,Indoor,Hard,1st Round,3,Munar J.,Giron M.,Giron M.,70,67,979,1007,3.0,1.4,7-6 1-6 4-6
Sofia Open,2021-09-28 00:00:00,ATP250,Indoor,Hard,1st Round,3,Djere L.,Martinez P.,Djere L.,47,59,1342,1054,2.3,1.61,7-6 6-3
Sofia Open,2021-09-28 00:00:00,ATP250,Indoor,Hard,1st Round,3,Musetti L.,Kuzmanov D.,Kuzmanov D.,61,226,1028,290,1.28,3.75,7-6 6-7 3-6
Sofia Open,2021-09-28 00:00:00,ATP250,Indoor,Hard,1st Round,3,Gerasimov E.,Pospisil V.,Gerasimov E.,112,68,709,1003,2.1,1.72,5-7 7-6 6-3
Sofia Open,2021-09-29 00:00:00,ATP250,Indoor,Hard,1st Round,3,Seppi A.,Marchenko I.,Marchenko I.,95,151,802,477,1.72,2.1,4-6 2-6
Sofia Open,2021-09-29 00:00:00,ATP250,Indoor,Hard,1st Round,3,Duckworth J.,Ruusuvuori E.,Duckworth J.,56,89,1142,836,2.5,1.53,3-6 6-4 6-4
Sofia Open,2021-09-29 00:00:00,ATP250,Indoor,Hard,1st Round,3,Andujar P.,Ivashka I.,Ivashka I.,92,45,808,1370,5.5,1.14,4-6 3-6
Sofia Open,2021-09-29 00:00:00,ATP250,Indoor,Hard,1st Round,3,Krajinovic F.,Lazarov A.,Krajinovic F.,37,462,1527,82,1.08,8.0,6-0 6-3
Sofia Open,2021-09-29 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Kecmanovic M.,Mager G.,Mager G.,62,78,1025,925,1.44,2.75,6-7 3-6
Sofia Open,2021-09-29 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Majchrzak K.,Kuzmanov D.,Majchrzak K.,125,226,621,290,1.3,3.5,7-5 6-1
Sofia Open,2021-09-30 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Marchenko I.,Millman J.,Millman J.,151,55,477,1145,2.37,1.57,7-5 6-7 3-6
Sofia Open,2021-09-30 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Giron M.,De Minaur A.,Giron M.,67,26,1007,1991,2.37,1.57,7-6 7-6
Sofia Open,2021-09-30 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Paire B.,Duckworth J.,Duckworth J.,49,56,1295,1142,2.0,1.8,4-6 4-6
Sofia Open,2021-09-30 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Krajinovic F.,Djere L.,Krajinovic F.,37,47,1527,1342,1.5,2.62,6-3 6-0
Sofia Open,2021-09-30 00:00:00,ATP250,Indoor,Hard,2nd Round,3,Gerasimov E.,Sinner J.,Sinner J.,112,14,709,2895,4.5,1.2,2-6 6-7
Sofia Open,2021-10-01 00:00:00,ATP250,Indoor,Hard,Quarterfinals,3,Giron M.,Millman J.,Giron M.,67,55,1007,1145,1.57,2.37,6-4 6-2
Sofia Open,2021-10-01 00:00:00,ATP250,Indoor,Hard,Quarterfinals,3,Mager G.,Monfils G.,Monfils G.,78,20,925,2278,3.4,1.33,2-6 2-6
Sofia Open,2021-10-01 00:00:00,ATP250,Indoor,Hard,Quarterfinals,3,Sinner J.,Duckworth J.,Sinner J.,14,56,2895,1142,1.3,3.5,7-6 6-4
Sofia Open,2021-10-01 00:00:00,ATP250,Indoor,Hard,Quarterfinals,3,Majchrzak K.,Krajinovic F.,Krajinovic F.,125,37,621,1527,2.62,1.5,3-6 6-4 3-6
Sofia Open,2021-10-02 00:00:00,ATP250,Indoor,Hard,Semifinals,3,Monfils G.,Giron M.,Monfils G.,20,67,2278,1007,1.44,2.75,7-5 6-0
Sofia Open,2021-10-02 00:00:00,ATP250,Indoor,Hard,Semifinals,3,Krajinovic F.,Sinner J.,Sinner J.,37,14,1527,2895,3.0,1.4,3-6 5-7
Sofia Open,2021-10-03 00:00:00,ATP250,Indoor,Hard,The Final,3,Sinner J.,Monfils G.,Sinner J.,14,20,2895,2278,1.57,2.37,6-3 6-4
BNP Paribas Open,2021-10-07 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Kecmanovic M.,Popyrin A.,Popyrin A.,63,71,1025,965,2.0,1.8,3-6 6-7
BNP Paribas Open,2021-10-07 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Altmaier D.,Querrey S.,Altmaier D.,114,89,707,853,2.2,1.66,6-2 6-4
BNP Paribas Open,2021-10-07 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Munar J.,Taberner C.,Taberner C.,70,116,966,698,1.66,2.2,3-6 3-6
BNP Paribas Open,2021-10-07 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Daniel T.,Kohlschreiber P.,Daniel T.,123,107,649,733,3.2,1.36,6-2 6-4
BNP Paribas Open,2021-10-07 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Lopez F.,Paul T.,Paul T.,108,60,733,1058,4.0,1.25,3-6 6-7
BNP Paribas Open,2021-10-07 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Mcdonald M.,Duckworth J.,Mcdonald M.,57,55,1105,1174,1.9,1.9,6-3 6-3
BNP Paribas Open,2021-10-07 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Kwon S.W.,Pella G.,Pella G.,56,80,1117,914,1.5,2.62,6-1 3-6 4-6
BNP Paribas Open,2021-10-07 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Sandgren T.,Monteiro T.,Sandgren T.,102,92,758,834,1.8,2.0,6-4 6-3
BNP Paribas Open,2021-10-07 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Giron M.,Giron M.,66,59,1013,1077,1.8,2.0,7-6 2-6 4-6
BNP Paribas Open,2021-10-07 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Cressy M.,Djere L.,Cressy M.,145,47,518,1342,1.9,1.9,6-7 6-1 7-5
BNP Paribas Open,2021-10-07 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Sousa J.,Nishikori K.,Nishikori K.,182,53,395,1208,5.5,1.14,7-6 3-6 2-6
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Caruso S.,Svajda Z.,Caruso S.,135,434,548,90,1.8,2.0,6-3 6-1
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Olivo R.,Carballes Baena R.,Carballes Baena R.,199,85,336,877,3.2,1.36,5-7 5-7
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Tiafoe F.,Paire B.,Tiafoe F.,49,50,1312,1295,1.33,3.4,6-4 6-4
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Johnson S.,Davidovich Fokina A.,Davidovich Fokina A.,86,43,876,1420,2.2,1.66,7-6 3-6 5-7
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Pospisil V.,Wolf J.J.,Pospisil V.,68,187,1000,373,1.72,2.1,6-4 4-6 6-4
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Koepfer D.,Ruusuvuori E.,Ruusuvuori E.,65,78,1015,923,2.75,1.44,7-6 2-6 0-6
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Nishioka Y.,Delbonis F.,Nishioka Y.,75,44,946,1420,1.61,2.3,6-3 3-6 7-6
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Kudla D.,Tabilo A.,Tabilo A.,95,184,807,391,1.61,2.3,1-6 6-7
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Escobedo E.,Rune H.,Escobedo E.,178,124,410,645,2.75,1.44,6-4 6-1
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Thompson J.,Anderson K.,Anderson K.,76,69,930,989,2.37,1.57,5-7 2-6
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Struff J.L.,Galan D.E.,Struff J.L.,54,105,1208,735,1.4,3.0,7-6 6-3
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Musetti L.,Ramos-Vinolas A.,Ramos-Vinolas A.,62,48,1028,1324,1.8,2.0,1-6 3-6
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Brooksby J.,Ilkel C.,Brooksby J.,79,179,922,408,1.14,5.5,7-6 6-4
BNP Paribas Open,2021-10-08 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Bagnis F.,Gomez E.,Gomez E.,74,174,952,417,2.3,1.61,3-6 1-6
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Vukic A.,Andujar P.,Vukic A.,202,96,331,805,1.61,2.3,7-5 6-4
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Coria F.,Nakashima B.,Nakashima B.,67,83,1010,895,5.5,1.14,3-6 2-6
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Martinez P.,Marcora R.,Martinez P.,61,208,1054,320,1.28,3.75,6-4 6-0
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Sock J.,Millman J.,Millman J.,162,58,438,1100,2.0,1.8,5-7 6-4 3-6
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Mager G.,Fucsovics M.,Mager G.,73,42,955,1459,3.2,1.36,1-6 6-3 6-2
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Mannarino A.,Murray A.,Murray A.,51,121,1287,661,4.5,1.2,3-6 2-6
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,1st Round,3,Eubanks C.,Gerasimov E.,Eubanks C.,194,101,354,761,1.8,2.0,6-3 6-3
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Daniel T.,Opelka R.,Opelka R.,123,20,649,2161,3.75,1.28,5-7 3-6
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Hurkacz H.,Popyrin A.,Hurkacz H.,12,71,3333,965,1.36,3.2,6-1 7-5
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Cressy M.,Schwartzman D.,Schwartzman D.,145,15,518,2800,3.5,1.3,2-6 6-3 5-7
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Evans D.,Nishikori K.,Evans D.,22,53,2122,1208,2.2,1.66,4-6 6-3 6-4
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Pella G.,Bautista Agut R.,Bautista Agut R.,80,19,914,2360,4.0,1.25,5-7 3-6
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Korda S.,Tiafoe F.,49,40,1312,1469,2.1,1.72,6-0 6-4
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Carballes Baena R.,Ruud C.,Ruud C.,85,10,877,3615,8.0,1.08,1-6 2-6
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Norrie C.,Sandgren T.,Norrie C.,26,102,2015,758,1.16,5.0,6-4 5-7 6-0
BNP Paribas Open,2021-10-09 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Altmaier D.,Dimitrov G.,Dimitrov G.,114,28,707,1881,3.4,1.33,4-6 2-6
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Mcdonald M.,Medvedev D.,2,57,10575,1105,1.06,10.0,6-4 6-2
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Lajovic D.,Paul T.,Paul T.,35,60,1565,1058,2.37,1.57,2-6 3-6
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Karatsev A.,Caruso S.,Karatsev A.,23,135,2109,548,1.28,3.75,6-0 6-2
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Harris L.,Harris L.,43,31,1420,1652,2.75,1.44,3-6 3-6
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Krajinovic F.,Giron M.,Krajinovic F.,34,59,1589,1077,1.9,1.9,7-6 7-5
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Taberner C.,Rublev A.,Rublev A.,116,5,698,6130,9.0,1.07,3-6 4-6
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Berrettini M.,Tabilo A.,Berrettini M.,7,184,5173,391,1.1,7.0,6-4 7-5
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Mager G.,Monfils G.,Monfils G.,73,18,955,2418,4.33,1.22,4-6 2-6
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Sinner J.,Millman J.,Sinner J.,14,58,3100,1100,1.2,4.5,6-2 6-2
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Sonego L.,Anderson K.,Anderson K.,21,69,2122,989,1.8,2.0,6-7 6-7
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Fognini F.,Struff J.L.,Fognini F.,30,54,1664,1208,1.8,2.0,6-4 4-6 6-3
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Nakashima B.,Fritz T.,Fritz T.,83,39,895,1495,1.61,2.3,3-6 4-6
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Murray A.,Alcaraz C.,Murray A.,121,38,661,1499,2.0,1.8,5-7 6-3 6-2
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Escobedo E.,Garin C.,Garin C.,178,17,410,2510,2.0,1.8,5-7 2-6
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Ramos-Vinolas A.,Auger-Aliassime F.,Ramos-Vinolas A.,48,11,1324,3368,4.5,1.2,6-4 6-2
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Gomez E.,Carreno Busta P.,Carreno Busta P.,174,16,417,2550,6.0,1.12,1-6 4-6
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Zverev A.,Brooksby J.,Zverev A.,4,79,7603,922,1.2,4.5,6-4 3-6 6-1
BNP Paribas Open,2021-10-10 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Vukic A.,De Minaur A.,De Minaur A.,202,27,331,1991,2.75,1.44,4-6 5-7
BNP Paribas Open,2021-10-11 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Ruusuvuori E.,Khachanov K.,29,78,1830,923,1.61,2.3,6-2 7-5
BNP Paribas Open,2021-10-11 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Martinez P.,Tsitsipas S.,Tsitsipas S.,61,3,1054,8175,8.0,1.08,2-6 4-6
BNP Paribas Open,2021-10-11 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Basilashvili N.,Eubanks C.,Basilashvili N.,36,194,1556,354,1.57,2.37,6-4 6-3
BNP Paribas Open,2021-10-11 00:00:00,Masters 1000,Outdoor,Hard,2nd Round,3,Nishioka Y.,Isner J.,Isner J.,75,24,946,2091,3.5,1.3,3-6 4-6
BNP Paribas Open,2021-10-11 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Schwartzman D.,Evans D.,Schwartzman D.,15,22,2800,2122,1.57,2.37,5-7 6-4 6-0
BNP Paribas Open,2021-10-11 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Harris L.,Ruud C.,Ruud C.,31,10,1652,3615,3.2,1.36,7-6 4-6 4-6
BNP Paribas Open,2021-10-11 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Dimitrov G.,Opelka R.,Dimitrov G.,28,20,1881,2161,2.0,1.8,6-3 6-4
BNP Paribas Open,2021-10-11 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Shapovalov D.,Karatsev A.,Karatsev A.,13,23,3265,2109,1.66,2.2,5-7 2-6
BNP Paribas Open,2021-10-12 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Hurkacz H.,Tiafoe F.,Hurkacz H.,12,49,3333,1312,1.53,2.5,6-3 6-2
BNP Paribas Open,2021-10-12 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Rublev A.,Paul T.,Paul T.,5,60,6130,1058,1.2,4.5,4-6 6-3 5-7
BNP Paribas Open,2021-10-12 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Norrie C.,Bautista Agut R.,Norrie C.,26,19,2015,2360,1.8,2.0,6-4 5-7 6-3
BNP Paribas Open,2021-10-12 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Krajinovic F.,Medvedev D.,Medvedev D.,34,2,1589,10575,8.0,1.08,2-6 6-7
BNP Paribas Open,2021-10-12 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Berrettini M.,Fritz T.,39,7,1495,5173,3.0,1.4,6-4 6-3
BNP Paribas Open,2021-10-12 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Carreno Busta P.,Khachanov K.,Khachanov K.,16,29,2550,1830,1.72,2.1,0-6 4-6
BNP Paribas Open,2021-10-12 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Basilashvili N.,Ramos-Vinolas A.,Basilashvili N.,36,48,1556,1324,1.66,2.2,4-6 7-6 6-2
BNP Paribas Open,2021-10-12 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Murray A.,Zverev A.,Zverev A.,121,4,661,7603,5.0,1.16,4-6 6-7
BNP Paribas Open,2021-10-13 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Monfils G.,Anderson K.,Monfils G.,18,69,2418,989,1.4,3.0,7-5 6-2
BNP Paribas Open,2021-10-13 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,Fognini F.,Tsitsipas S.,Tsitsipas S.,30,3,1664,8175,5.5,1.14,6-2 3-6 4-6
BNP Paribas Open,2021-10-13 00:00:00,Masters 1000,Outdoor,Hard,3rd Round,3,De Minaur A.,Garin C.,De Minaur A.,27,17,1991,2510,1.66,2.2,6-4 6-2
BNP Paribas Open,2021-10-13 00:00:00,Masters 1000,Outdoor,Hard,4th Round,3,Ruud C.,Schwartzman D.,Schwartzman D.,10,15,3615,2800,1.4,3.0,3-6 3-6
BNP Paribas Open,2021-10-13 00:00:00,Masters 1000,Outdoor,Hard,4th Round,3,Hurkacz H.,Karatsev A.,Hurkacz H.,12,23,3333,2109,1.57,2.37,6-1 6-3
BNP Paribas Open,2021-10-13 00:00:00,Masters 1000,Outdoor,Hard,4th Round,3,Paul T.,Norrie C.,Norrie C.,60,26,1058,2015,2.62,1.5,4-6 6-4 2-6
BNP Paribas Open,2021-10-13 00:00:00,Masters 1000,Outdoor,Hard,4th Round,3,Dimitrov G.,Medvedev D.,Dimitrov G.,28,2,1881,10575,6.0,1.12,4-6 6-4 6-3
BNP Paribas Open,2021-10-13 00:00:00,Masters 1000,Outdoor,Hard,4th Round,3,Khachanov K.,Basilashvili N.,Basilashvili N.,29,36,1830,1556,1.33,3.4,4-6 6-7
BNP Paribas Open,2021-10-13 00:00:00,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,Sinner J.,Fritz T.,39,14,1495,3100,2.75,1.44,6-4 6-3
BNP Paribas Open,2021-10-14 00:00:00,Masters 1000,Outdoor,Hard,4th Round,3,De Minaur A.,Tsitsipas S.,Tsitsipas S.,27,3,1991,8175,4.5,1.2,7-6 6-7 2-6
BNP Paribas Open,2021-10-14 00:00:00,Masters 1000,Outdoor,Hard,4th Round,3,Zverev A.,Monfils G.,Zverev A.,4,18,7603,2418,1.2,4.5,6-1 6-3
BNP Paribas Open,2021-10-14 00:00:00,Masters 1000,Outdoor,Hard,Quarterfinals,3,Schwartzman D.,Norrie C.,Norrie C.,15,26,2800,2015,1.72,2.1,0-6 2-6
BNP Paribas Open,2021-10-14 00:00:00,Masters 1000,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Hurkacz H.,Dimitrov G.,28,12,1881,3333,2.37,1.57,3-6 6-4 7-6
